condition_key,drug,rank,rank_by_rating,score,shrunk_rating,mean_rating,n_reviews,positive_rate,mean_useful
osteoarthritis,Diclofenac,1,2,334.5547,8.2643,8.3741,139,0.8417,43.2446
osteoarthritis,Sodium hyaluronate,2,34,299.1941,6.6506,6.625,160,0.6125,37.5438
osteoarthritis,Meloxicam,3,13,261.7582,7.4055,7.4483,116,0.75,52.25
osteoarthritis,Euflexxa,4,31,257.8726,6.7369,6.7132,129,0.6279,41.5969
osteoarthritis,Hyaluronan,5,29,232.6423,6.7573,6.7321,112,0.6339,35.4196
osteoarthritis,Hylan g-f 20,6,37,225.5835,6.3821,6.319,116,0.6034,30.8276
osteoarthritis,Orthovisc,7,30,215.0975,6.7514,6.7228,101,0.6337,38.8812
osteoarthritis,Synvisc-One,8,39,163.6233,6.1748,6.0506,79,0.5696,34.9367
osteoarthritis,Celecoxib,9,16,160.2381,7.3412,7.4098,61,0.7541,46.5902
osteoarthritis,Celebrex,10,20,150.8975,7.274,7.3333,57,0.7368,49.7193
osteoarthritis,Voltaren Gel,11,4,149.0453,8.0477,8.3061,49,0.8163,53.2245
osteoarthritis,Mobic,12,8,128.0654,7.9039,8.1707,41,0.8537,84.0488
osteoarthritis,Naproxen,13,22,101.0061,7.0193,7.0286,35,0.7143,29.9429
osteoarthritis,Voltaren,14,1,99.6603,8.6555,9.4231,26,1.0,71.0
osteoarthritis,Synvisc,15,36,91.456,6.6424,6.5152,33,0.6364,24.4848
osteoporosis,Teriparatide,1,1,130.495,6.4613,6.3455,55,0.5636,76.7091
osteoporosis,Forteo,2,2,125.3853,6.3832,6.2453,53,0.5472,79.5283
osteoporosis,Zoledronic acid,3,5,105.7427,6.0861,5.8444,45,0.5111,59.5556
osteoporosis,Denosumab,4,12,97.0611,4.0989,3.5882,68,0.2353,113.1029
osteoporosis,Prolia,5,11,96.5954,4.2196,3.7077,65,0.2462,118.0615
osteoporosis,Reclast,6,3,85.9486,6.2424,5.9697,33,0.5152,76.9394
osteoporosis,Ibandronate,7,6,64.9394,5.8084,5.24,25,0.48,48.52
osteoporosis,Boniva,8,4,57.6043,6.0909,5.55,20,0.5,59.55
osteoporosis,Risedronate,9,8,47.2372,5.1906,4.0526,19,0.2632,60.3158
osteoporosis,Alendronate,10,10,40.4852,4.4487,2.8421,19,0.1579,110.5789
osteoporosis,Actonel,11,9,35.0283,5.1164,3.3846,13,0.1538,81.0
osteoporosis,Fosamax,12,7,31.7524,5.2569,3.3636,11,0.1818,173.6364
otitis externa,Ciprodex,1,2,43.1221,5.958,5.0714,14,0.4286,2.0
otitis externa,Ciprofloxacin / dexamethasone,2,3,43.1221,5.958,5.0714,14,0.4286,2.0
otitis externa,Hydrocortisone / neomycin / polymyxin b,3,1,23.8345,6.2172,4.6667,6,0.3333,1.1667
otitis media,Cefdinir,1,13,80.111,5.0367,4.45,40,0.275,10.175
otitis media,Amoxicillin / clavulanate,2,12,58.4871,5.5688,4.8261,23,0.3478,7.2174
otitis media,Omnicef,3,6,53.4026,6.6753,6.4375,16,0.4375,12.9375
otitis media,Ciprodex,4,3,53.046,6.9596,6.9333,15,0.6667,15.5333
otitis media,Ciprofloxacin / dexamethasone,5,4,53.046,6.9596,6.9333,15,0.6667,15.5333
otitis media,Clarithromycin,6,1,51.7516,7.1504,7.2857,14,0.7143,7.2143
otitis media,Azithromycin,7,2,45.6448,7.0795,7.1667,12,0.6667,15.25
otitis media,Augmentin,8,9,44.8594,5.8855,5.0,15,0.3333,10.5333
otitis media,Amoxicillin,9,7,28.292,6.5742,5.8571,7,0.4286,8.1429
otitis media,Sulfamethoxazole / trimethoprim,10,8,24.4735,6.3838,5.1667,6,0.3333,6.5
otitis media,Zithromax,11,5,23.1914,6.9358,6.8,5,0.6,23.2
otitis media,Levofloxacin,12,10,19.651,5.877,3.2,5,0.2,11.0
otitis media,Hydrocortisone / neomycin / polymyxin b,13,11,19.0609,5.7005,2.6,5,0.2,2.6
ovarian cysts,Ethinyl estradiol / norgestimate,1,6,155.9888,6.246,6.1233,73,0.5342,7.2329
ovarian cysts,Ethinyl estradiol / levonorgestrel,2,8,80.7472,5.8646,5.4545,33,0.4545,3.7879
ovarian cysts,Sprintec,3,4,67.1559,6.8457,6.7619,21,0.5714,11.9524
ovarian cysts,Ortho Tri-Cyclen Lo,4,2,50.0813,6.9196,6.8571,14,0.6429,8.8571
ovarian cysts,Tri-Sprintec,5,3,35.6083,6.8528,6.6667,9,0.6667,3.3333
ovarian cysts,Aviane,6,9,30.4121,5.8528,4.3333,9,0.4444,3.8889
ovarian cysts,Mononessa,7,1,30.3305,7.0479,7.1429,7,0.5714,8.8571
ovarian cysts,Ortho Tri-Cyclen,8,7,26.7065,6.2057,4.8571,7,0.2857,1.7143
ovarian cysts,LoSeasonique,9,5,25.3254,6.6061,5.8333,6,0.3333,7.3333
overactive bladde,Oxybutynin,1,11,235.1689,6.5685,6.5254,118,0.5678,30.5085
overactive bladde,Mirabegron,2,15,185.2489,5.7296,5.5825,103,0.466,40.5437
overactive bladde,Botox,3,13,162.2132,5.744,5.5698,86,0.4884,47.2558
overactive bladde,OnabotulinumtoxinA,4,14,162.2132,5.744,5.5698,86,0.4884,47.2558
overactive bladde,Myrbetriq,5,12,160.762,6.0099,5.8625,80,0.5,49.9375
overactive bladde,Solifenacin,6,19,143.8063,5.6426,5.4267,75,0.4667,40.24
overactive bladde,VESIcare,7,21,133.5682,5.5791,5.3333,69,0.4493,43.3623
overactive bladde,Oxytrol,8,5,121.7903,7.2529,7.3256,43,0.6744,49.2558
overactive bladde,Tolterodine,9,8,98.2506,6.8279,6.7714,35,0.5714,24.4571
overactive bladde,Fesoterodine,10,16,80.4743,5.7154,5.2647,34,0.4118,29.2647
overactive bladde,Toviaz,11,17,80.4743,5.7154,5.2647,34,0.4118,29.2647
overactive bladde,Trospium,12,2,69.1305,7.3097,7.5,20,0.75,29.3
overactive bladde,Tamsulosin,13,18,63.4285,5.6732,5.04,25,0.32,43.72
overactive bladde,Detrol,14,3,52.865,7.3042,7.5714,14,0.6429,33.8571
overactive bladde,Sanctura,15,4,52.865,7.3042,7.5714,14,0.7857,34.4286
pain,Acetaminophen / hydrocodone,1,28,778.9297,7.9459,7.9712,452,0.8075,26.2566
pain,Oxycodone,2,3,755.7028,8.7804,8.8368,380,0.9026,45.7342
pain,Acetaminophen / oxycodone,3,7,716.512,8.6158,8.6694,363,0.9118,24.3113
pain,Tramadol,4,109,686.3422,6.4813,6.4691,501,0.6347,29.5549
pain,Hydromorphone,5,14,523.271,8.2487,8.3083,253,0.8261,22.4111
pain,Diclofenac,6,38,518.5046,7.7629,7.797,271,0.7934,24.4797
pain,Dilaudid,7,9,463.7932,8.3478,8.4245,212,0.8443,24.3066
pain,Tapentadol,8,108,450.9611,6.5014,6.4807,285,0.6035,40.1368
pain,OxyContin,9,4,432.4642,8.6918,8.8033,183,0.8962,73.5847
pain,Percocet,10,5,402.5044,8.6643,8.7844,167,0.9341,31.3174
pain,Gabapentin,11,105,402.2264,6.6172,6.5983,239,0.6527,60.523
pain,Oxymorphone,12,37,397.2625,7.8245,7.8777,188,0.8138,37.117
pain,Ketorolac,13,80,379.6181,7.3313,7.3523,193,0.7306,14.1865
pain,Methadone,14,6,374.2719,8.6458,8.7763,152,0.9013,39.6053
pain,Fentanyl,15,10,366.6627,8.3468,8.4516,155,0.9161,27.7097
panic disorde,Clonazepam,1,3,569.2513,8.947,9.0394,254,0.9252,38.378
panic disorde,Alprazolam,2,1,532.451,9.0746,9.1842,228,0.9342,41.3816
panic disorde,Sertraline,3,15,514.7284,7.7064,7.738,271,0.7675,39.7159
panic disorde,Zoloft,4,16,423.1584,7.6708,7.7095,210,0.7571,49.3429
panic disorde,Xanax,5,2,391.4294,9.0421,9.2039,152,0.9408,53.5921
panic disorde,Klonopin,6,4,369.1258,8.8338,8.9862,145,0.9172,57.2345
panic disorde,Paroxetine,7,12,206.9923,7.7381,7.85,80,0.775,26.5125
panic disorde,Lorazepam,8,5,168.0876,8.438,8.7593,54,0.8889,43.9074
panic disorde,Paxil,9,10,166.0807,7.8015,7.9661,59,0.7966,32.8983
panic disorde,Fluoxetine,10,11,161.7208,7.7958,7.9649,57,0.807,45.6667
panic disorde,Citalopram,11,18,144.7713,7.5859,7.7255,51,0.7647,37.3725
panic disorde,Buspirone,12,29,139.4065,6.0897,5.9231,65,0.5538,50.9692
panic disorde,Prozac,13,14,115.7025,7.7124,7.9459,37,0.8108,63.973
panic disorde,Ativan,14,6,102.2187,8.3977,9.0,28,0.8571,55.5714
panic disorde,Venlafaxine,15,21,96.4171,7.5216,7.7333,30,0.7667,26.6
paranoid disorde,Olanzapine,1,2,41.469,6.8656,6.7273,11,0.6364,16.8182
paranoid disorde,Quetiapine,2,1,36.3506,6.9957,7.0,9,0.6667,15.4444
paranoid disorde,Risperidone,3,4,28.995,6.0955,4.75,8,0.375,11.5
paranoid disorde,Zyprexa,4,3,27.1595,6.311,5.1429,7,0.4286,19.1429
parkinson s,Carbidopa / levodopa,1,7,66.5987,6.5562,6.3182,22,0.5909,35.0909
parkinson s,Neupro,2,8,41.8838,6.4962,6.0,12,0.5833,20.25
parkinson s,Rotigotine,3,9,41.8838,6.4962,6.0,12,0.5833,20.25
parkinson s,Rytary,4,14,34.6411,5.7352,4.3636,11,0.2727,21.9091
parkinson s,Amantadine,5,2,33.7519,7.0955,7.25,8,0.625,16.5
parkinson s,Pramipexole,6,11,29.9464,6.2955,5.25,8,0.5,28.5
parkinson s,Ropinirole,7,12,29.9464,6.2955,5.25,8,0.375,22.0
parkinson s,Carbidopa / entacapone / levodopa,8,4,28.9715,6.7321,6.2857,7,0.5714,9.1429
parkinson s,Rasagiline,9,6,28.745,6.6794,6.1429,7,0.4286,36.1429
parkinson s,Sinemet,10,1,27.6682,7.2172,7.6667,6,0.8333,69.3333
parkinson s,Azilect,11,3,26.3903,6.8838,6.6667,6,0.5,41.8333
parkinson s,Stalevo,12,5,22.4046,6.7005,6.0,5,0.6,12.4
parkinson s,Entacapone,13,10,21.6178,6.4652,5.2,5,0.6,6.2
parkinson s,Trihexyphenidyl,14,13,20.0443,5.9947,3.6,5,0.4,11.2
perimenopausal symptoms,Clonidine,1,2,138.7546,6.7781,6.7321,56,0.6607,35.4286
perimenopausal symptoms,Progesterone,2,1,23.9781,7.1711,7.6,5,0.8,43.6
period pain,Naproxen,1,1,169.6787,7.9706,8.1695,59,0.7966,22.0508
period pain,Diclofenac,2,3,98.5535,7.6883,7.9667,30,0.8333,12.9667
period pain,Mefenamic acid,3,7,92.7179,6.585,6.4412,34,0.5882,12.6765
period pain,Cataflam,4,2,57.0406,7.8811,8.6429,14,0.9286,15.2857
period pain,Ibuprofen,5,5,48.721,7.1164,7.2308,13,0.7692,10.2308
period pain,Ponstel,6,6,46.804,6.8364,6.6923,13,0.6154,13.3077
period pain,Aleve,7,4,28.3071,7.3838,8.1667,6,0.8333,18.8333
periodic limb movement disorde,Clonazepam,1,1,57.5973,7.958,8.7857,14,1.0,20.4286
periodic limb movement disorde,Klonopin,2,2,44.4529,7.905,9.0,10,1.0,26.7
periodic limb movement disorde,Ropinirole,3,5,29.4224,5.6623,3.8889,9,0.3333,18.0
periodic limb movement disorde,Requip,4,4,26.48,6.1531,4.7143,7,0.4286,21.8571
periodic limb movement disorde,Baclofen,5,3,23.388,6.9947,7.0,5,0.8,20.8
peripheral neuropathy,Gabapentin,1,5,251.5149,6.8941,6.8843,121,0.6529,60.0909
peripheral neuropathy,Neurontin,2,4,70.4828,6.9385,6.9091,22,0.6364,69.3182
peripheral neuropathy,Duloxetine,3,8,67.1892,6.3974,6.087,23,0.5217,28.2174
peripheral neuropathy,Pregabalin,4,2,67.0617,7.0909,7.15,20,0.75,18.65
peripheral neuropathy,Cymbalta,5,7,48.9679,6.7657,6.5714,14,0.5,41.7857
peripheral neuropathy,Lyrica,6,3,45.6448,7.0795,7.1667,12,0.75,25.6667
peripheral neuropathy,Carbamazepine,7,6,32.3248,6.7955,6.5,8,0.625,17.375
peripheral neuropathy,Capsaicin,8,1,23.7814,7.1123,7.4,5,0.8,27.0
pharyngitis,Prednisone,1,1,43.9416,7.8141,8.8,10,0.9,16.9
photoaging of the skin,Tretinoin,1,1,93.2112,7.8695,8.2593,27,0.8519,62.8148
photoaging of the skin,Retin-A,2,2,25.7483,7.7005,9.4,5,1.0,141.8
plaque psoriasis,Apremilast,1,10,218.5472,5.8461,5.736,125,0.496,21.04
plaque psoriasis,Otezla,2,11,213.92,5.7919,5.6748,123,0.4878,21.3577
plaque psoriasis,Secukinumab,3,2,97.813,7.8271,8.1724,29,0.7586,18.6897
plaque psoriasis,Ixekizumab,4,5,95.5014,7.4502,7.6333,30,0.7333,12.4333
plaque psoriasis,Taltz,5,6,92.3266,7.388,7.5517,29,0.7241,12.8621
plaque psoriasis,Cosentyx,6,1,92.0853,7.9976,8.4615,26,0.8077,20.8077
plaque psoriasis,Adalimumab,7,8,48.9679,6.7657,6.5714,14,0.5714,14.7143
plaque psoriasis,Humira,8,9,48.9679,6.7657,6.5714,14,0.5714,14.7143
plaque psoriasis,Enbrel,9,3,39.0724,7.5195,8.2222,9,0.7778,23.1111
plaque psoriasis,Etanercept,10,4,39.0724,7.5195,8.2222,9,0.7778,23.1111
plaque psoriasis,Betamethasone / calcipotriene,11,7,26.6033,6.9394,6.8333,6,0.6667,3.1667
pneumococcal prophylaxis,Pneumococcal 13-valent vaccine,1,2,43.8554,5.2382,4.0,17,0.2353,5.3529
pneumococcal prophylaxis,Prevnar 13,2,1,42.3188,5.5522,4.4,15,0.2667,6.0667
pneumonia,Levofloxacin,1,9,155.9873,5.4291,5.2159,88,0.4545,23.7841
pneumonia,Moxifloxacin,2,3,119.6826,7.9777,8.2973,37,0.8919,20.3514
pneumonia,Avelox,3,4,109.508,7.9535,8.303,33,0.8788,22.2121
pneumonia,Levaquin,4,10,103.2704,5.4113,5.0392,51,0.4314,33.9216
pneumonia,Clarithromycin,5,5,95.6794,7.6563,7.931,29,0.7241,11.7241
pneumonia,Doxycycline,6,8,67.9611,6.0786,5.64,25,0.44,21.96
pneumonia,Ceftriaxone,7,1,58.1541,8.035,8.9286,14,0.8571,23.6429
pneumonia,Rocephin,8,2,58.1541,8.035,8.9286,14,0.8571,23.6429
pneumonia,Azithromycin,9,6,52.4814,6.8855,6.8,15,0.7333,22.4
pneumonia,Cefuroxime,10,7,22.2079,6.6417,5.8,5,0.6,32.0
polycystic ovary syndrome,Metformin,1,1,360.067,7.7162,7.7679,168,0.7619,39.5119
polycystic ovary syndrome,Ethinyl estradiol / norethindrone,2,10,143.2917,6.4853,6.3871,62,0.5484,10.2903
polycystic ovary syndrome,Loestrin 24 Fe,3,5,74.0909,7.0545,7.087,23,0.5652,16.6957
polycystic ovary syndrome,Ethinyl estradiol / levonorgestrel,4,12,69.8256,5.8951,5.4074,27,0.4074,4.8519
polycystic ovary syndrome,Desogestrel / ethinyl estradiol,5,3,46.988,7.2879,7.5833,12,0.75,9.6667
polycystic ovary syndrome,Drospirenone / ethinyl estradiol,6,4,45.9135,7.1212,7.25,12,0.6667,13.0
polycystic ovary syndrome,Microgestin Fe 1 / 20,7,11,31.8967,6.1385,5.0,9,0.3333,10.2222
polycystic ovary syndrome,Glucophage,8,2,24.5682,7.3476,8.2,5,0.8,90.0
polycystic ovary syndrome,Junel Fe 1 / 20,9,6,23.1914,6.9358,6.8,5,0.6,12.2
polycystic ovary syndrome,Seasonique,10,7,22.4046,6.7005,6.0,5,0.4,6.6
polycystic ovary syndrome,LoSeasonique,11,8,22.2079,6.6417,5.8,5,0.6,5.4
polycystic ovary syndrome,Necon 1 / 35,12,9,22.0112,6.5829,5.6,5,0.6,8.2
post traumatic stress disorde,Sertraline,1,11,173.3874,7.4039,7.4776,67,0.7463,31.1493
post traumatic stress disorde,Prazosin,2,8,167.4141,7.67,7.8033,61,0.7705,37.9016
post traumatic stress disorde,Zoloft,3,13,135.6865,7.3264,7.4082,49,0.7347,40.1429
post traumatic stress disorde,Quetiapine,4,12,104.0433,7.3893,7.5294,34,0.7353,20.5882
post traumatic stress disorde,Paroxetine,5,14,72.8729,7.1738,7.2727,22,0.7273,23.4091
post traumatic stress disorde,Lamotrigine,6,1,66.2598,8.2825,9.25,16,0.9375,40.1875
post traumatic stress disorde,Mirtazapine,7,21,66.0012,6.4973,6.2273,22,0.6364,20.4091
post traumatic stress disorde,Risperidone,8,16,64.8511,7.1261,7.2105,19,0.6316,22.7895
post traumatic stress disorde,Paxil,9,17,63.6768,6.9971,7.0,19,0.6842,26.6842
post traumatic stress disorde,Asenapine,10,3,62.8312,7.8539,8.5,16,0.875,18.6875
post traumatic stress disorde,Desvenlafaxine,11,2,52.0922,8.0795,9.1667,12,0.9167,18.5833
post traumatic stress disorde,Venlafaxine,12,19,45.7086,6.6764,6.3846,13,0.6154,4.9231
post traumatic stress disorde,Pristiq,13,4,40.8044,7.8528,9.0,9,0.8889,22.6667
post traumatic stress disorde,Saphris,14,7,40.0621,7.71,8.6667,9,0.8889,31.6667
post traumatic stress disorde,Amitriptyline,15,5,37.0817,7.7955,9.0,8,0.875,14.25
postherpetic neuralgia,Gabapentin,1,1,111.7302,7.6023,7.8056,36,0.8056,42.3333
postherpetic neuralgia,Lyrica,2,4,55.6883,6.961,6.9375,16,0.5625,32.0
postherpetic neuralgia,Pregabalin,3,5,55.6883,6.961,6.9375,16,0.5625,32.0
postherpetic neuralgia,Neurontin,4,2,50.0902,7.3164,7.6154,13,0.7692,77.0
postherpetic neuralgia,Gabapentin enacarbil,5,3,31.4631,7.311,7.8571,7,0.8571,9.1429
postherpetic neuralgia,Capsaicin,6,6,25.5384,6.6616,6.0,6,0.6667,15.0
postherpetic neuralgia,Lidocaine,7,7,19.4543,5.8182,3.0,5,0.2,13.6
postherpetic neuralgia,Lidoderm,8,8,19.4543,5.8182,3.0,5,0.2,13.6
postmenopausal symptoms,Estradiol,1,9,295.9711,7.4318,7.4706,136,0.6985,33.5368
postmenopausal symptoms,Conjugated estrogens,2,1,91.4793,7.945,8.3846,26,0.7692,41.1154
postmenopausal symptoms,Angeliq,3,5,72.677,7.6847,8.1,20,0.8,28.4
postmenopausal symptoms,Drospirenone / estradiol,4,6,72.677,7.6847,8.1,20,0.8,28.4
postmenopausal symptoms,Premarin,5,2,69.3018,7.9303,8.5556,18,0.8333,56.8333
postmenopausal symptoms,Estradiol / norethindrone,6,11,62.0194,7.097,7.1667,18,0.6667,12.7778
postmenopausal symptoms,Vivelle-Dot,7,7,60.2598,7.5325,7.9375,16,0.75,41.0625
postmenopausal symptoms,Femring,8,3,59.2565,7.7744,8.4,15,0.8667,15.6
postmenopausal symptoms,Evamist,9,4,58.9742,7.7374,8.3333,15,0.8,42.4667
postmenopausal symptoms,Climara,10,17,50.7876,6.6633,6.4,15,0.6,32.8
postmenopausal symptoms,Estradiol / levonorgestrel,11,19,44.5455,5.5682,4.5,16,0.3125,5.5625
postmenopausal symptoms,Conjugated estrogens / medroxyprogesterone,12,10,43.0447,7.1265,7.2727,11,0.7273,27.3636
postmenopausal symptoms,Climara Pro,13,20,41.7542,5.4781,4.2667,15,0.2667,5.9333
postmenopausal symptoms,Estradiol Patch,14,18,37.0402,6.5868,6.1,10,0.6,31.0
postmenopausal symptoms,Prempro,15,12,36.8455,7.0909,7.2222,9,0.7778,32.2222
postoperative ocular inflammation,Prednisolone,1,1,18.4708,5.5241,2.0,5,0.0,14.6
postoperative pain,Ketorolac,1,1,84.8132,7.366,7.5385,26,0.7308,11.9615
postoperative pain,Toradol,2,2,52.1991,6.8485,6.7333,15,0.6667,18.0
postpartum depression,Citalopram,1,5,69.8314,7.1185,7.1905,21,0.7143,21.619
postpartum depression,Sertraline,2,1,69.5481,7.6422,8.0526,19,0.8421,22.7368
postpartum depression,Zoloft,3,2,63.4866,7.5831,8.0,17,0.8235,25.3529
postpartum depression,Venlafaxine,4,6,53.6106,7.0337,7.0667,15,0.6667,10.9333
postpartum depression,Celexa,5,4,46.1821,7.1629,7.3333,12,0.75,30.8333
postpartum depression,Effexor XR,6,3,45.6709,7.5613,8.1818,11,0.8182,12.0
postpartum depression,Paroxetine,7,7,26.6033,6.9394,6.8333,6,0.6667,16.0
postpartum depression,Paxil,8,8,26.6033,6.9394,6.8333,6,0.6667,16.0
postural orthostatic tachycardia syndrome,Fludrocortisone,1,1,44.0952,7.3004,7.6364,11,0.7273,10.6364
postural orthostatic tachycardia syndrome,Midodrine,2,3,33.3814,6.4242,5.6667,9,0.5556,22.3333
postural orthostatic tachycardia syndrome,ProAmatine,3,2,22.4046,6.7005,6.0,5,0.6,26.0
precocious puberty,Leuprolide,1,1,49.2462,6.8042,6.6429,14,0.6429,20.1429
precocious puberty,Lupron Depot-PED,2,2,45.9824,6.7164,6.4615,13,0.6154,21.5385
premature lab,Hydroxyprogesterone,1,1,122.5825,6.829,6.7872,47,0.6596,9.1915
premature lab,Makena,2,2,122.5825,6.829,6.7872,47,0.6596,9.1915
premature lab,Terbutaline,3,3,24.6865,6.4394,5.3333,6,0.6667,3.6667
premenstrual dysphoric disorde,Fluoxetine,1,1,212.3779,8.4175,8.6486,74,0.8784,43.1892
premenstrual dysphoric disorde,Drospirenone / ethinyl estradiol,2,12,197.3838,7.178,7.2048,83,0.7349,18.494
premenstrual dysphoric disorde,Yaz,3,7,147.4458,7.5063,7.6226,53,0.7736,22.8113
premenstrual dysphoric disorde,Sertraline,4,2,121.2219,8.2481,8.6667,36,0.9167,44.5278
premenstrual dysphoric disorde,Zoloft,5,4,103.742,8.0931,8.5333,30,0.9,52.5
premenstrual dysphoric disorde,Sarafem,6,5,70.1757,8.0303,8.7222,18,0.8889,61.1667
premenstrual dysphoric disorde,Gianvi,7,10,60.5996,7.2382,7.4118,17,0.7647,10.5294
premenstrual dysphoric disorde,Citalopram,8,3,59.2676,8.1888,9.2143,14,0.9286,32.4286
premenstrual dysphoric disorde,Drospirenone / ethinyl estradiol / levomefolate calcium,9,9,44.0952,7.3004,7.6364,11,0.7273,16.0909
premenstrual dysphoric disorde,Prozac,10,11,43.5699,7.2134,7.4545,11,0.7273,58.2727
premenstrual dysphoric disorde,Beyaz,11,8,41.6412,7.405,7.9,10,0.8,17.7
premenstrual dysphoric disorde,Escitalopram,12,6,37.5573,7.8955,9.25,8,1.0,42.375
premenstrual dysphoric disorde,Yasmin,13,13,26.3903,6.8838,6.6667,6,0.6667,20.0
prevention of bladder infection,Nitrofurantoin,1,2,118.7372,7.0711,7.093,43,0.6744,35.9535
prevention of bladder infection,Macrobid,2,4,47.2976,6.535,6.1429,14,0.5714,47.1429
prevention of bladder infection,Methenamine,3,1,38.5087,8.0955,9.75,8,1.0,44.375
prevention of bladder infection,Macrodantin,4,3,36.598,7.0433,7.1111,9,0.6667,51.8889
prevention of osteoporosis,Alendronate,1,1,27.5826,4.905,2.4,10,0.1,52.0
prevention of thromboembolism in atrial fibrillation,Dabigatran,1,1,160.3108,7.2555,7.3065,62,0.6774,43.3548
prevention of thromboembolism in atrial fibrillation,Pradaxa,2,2,156.2701,7.2487,7.3,60,0.6833,44.75
prevention of thromboembolism in atrial fibrillation,Apixaban,3,4,94.2709,6.2839,6.0541,37,0.5405,42.1351
prevention of thromboembolism in atrial fibrillation,Eliquis,4,3,89.0083,6.4646,6.2727,33,0.5758,45.6061
primary immunodeficiency syndrome,Immune globulin subcutaneous,1,1,62.0194,7.097,7.1667,18,0.7222,7.9444
primary immunodeficiency syndrome,Hizentra,2,2,43.227,6.7045,6.4167,12,0.6667,10.5
prostate cance,Leuprolide,1,11,121.0613,6.7442,6.6809,47,0.617,53.383
prostate cance,Lupron,2,8,88.4817,6.9026,6.8667,30,0.6667,70.9667
prostate cance,Abiraterone,3,1,52.3609,8.1212,9.25,12,0.9167,35.25
prostate cance,Zytiga,4,2,52.3609,8.1212,9.25,12,0.9167,35.25
prostate cance,Bicalutamide,5,3,35.1789,7.3955,8.0,8,0.875,71.125
prostate cance,Eligard,6,7,30.7835,7.1531,7.4286,7,0.5714,20.1429
prostate cance,Casodex,7,4,27.8812,7.2727,7.8333,6,0.8333,85.8333
prostate cance,Lupron Depot,8,9,26.3903,6.8838,6.6667,6,0.6667,37.8333
prostate cance,Goserelin,9,5,24.1748,7.23,7.8,5,0.8,48.0
prostate cance,Zoladex,10,6,24.1748,7.23,7.8,5,0.8,48.0
prostate cance,Sipuleucel-T,11,10,22.6013,6.7594,6.2,5,0.4,11.8
prostatitis,Ciprofloxacin,1,7,68.8589,4.7853,4.0286,35,0.2286,16.2
prostatitis,Sulfamethoxazole / trimethoprim,2,6,46.5808,5.3303,4.2222,18,0.3333,11.3889
prostatitis,Cipro,3,4,44.2598,5.5325,4.4375,16,0.3125,27.5
prostatitis,Levofloxacin,4,3,31.1612,5.5413,3.8,10,0.3,14.8
prostatitis,Levaquin,5,2,26.7065,6.2057,4.8571,7,0.4286,20.2857
prostatitis,Bactrim DS,6,1,24.4735,6.3838,5.1667,6,0.5,11.5
prostatitis,Bactrim,7,5,21.0658,5.495,2.5,6,0.1667,16.3333
pruritus,Hydroxyzine,1,2,76.1764,7.0253,7.0417,24,0.75,25.5417
pruritus,Atarax,2,1,24.5682,7.3476,8.2,5,1.0,45.8
pseudobulbar affect,Dextromethorphan / quinidine,1,2,53.6503,7.8364,8.6154,13,0.8462,41.3077
pseudobulbar affect,Nuedexta,2,1,51.8236,8.0379,9.0833,12,0.9167,44.75
pseudotumor cerebri,Acetazolamide,1,2,146.484,6.7111,6.6557,61,0.6393,15.4098
pseudotumor cerebri,Diamox,2,1,78.7532,6.8397,6.7692,26,0.6154,24.6154
psoriasis,Ustekinumab,1,2,240.9647,8.3159,8.4944,89,0.8764,33.2697
psoriasis,Stelara,2,4,238.4474,8.2991,8.4773,88,0.875,33.6364
psoriasis,Adalimumab,3,14,201.4575,7.4614,7.5309,81,0.7284,27.4198
psoriasis,Humira,4,15,198.8511,7.4338,7.5,80,0.725,27.75
psoriasis,Methotrexate,5,7,182.8122,7.9858,8.1692,65,0.8615,48.7231
psoriasis,Clobetasol,6,1,147.5022,8.4896,8.8889,45,0.8667,22.5778
psoriasis,Betamethasone / calcipotriene,7,21,115.5923,7.2675,7.35,40,0.7,10.175
psoriasis,Taclonex,8,17,99.6567,7.407,7.5625,32,0.7188,12.1562
psoriasis,Etanercept,9,9,84.0076,7.7475,8.125,24,0.7917,11.75
psoriasis,Clobex,10,6,79.344,8.0882,8.7143,21,0.8095,31.0
psoriasis,Enbrel,11,12,77.952,7.6738,8.0455,22,0.7727,12.6818
psoriasis,Mometasone,12,3,60.1027,8.3042,9.4286,14,1.0,28.2857
psoriasis,Fluocinonide,13,19,53.1434,7.3427,7.6429,14,0.7143,17.6429
psoriasis,Calcipotriene,14,23,52.0299,7.1888,7.3571,14,0.7857,21.9286
psoriasis,Elocon,15,5,49.8727,8.2569,9.6364,11,1.0,33.1818
psoriatic arthritis,Adalimumab,1,5,141.1362,7.3954,7.4902,51,0.6863,28.5882
psoriatic arthritis,Humira,2,6,141.1362,7.3954,7.4902,51,0.6863,28.5882
psoriatic arthritis,Apremilast,3,16,129.4303,5.4063,5.1304,69,0.3768,20.5217
psoriatic arthritis,Otezla,4,15,127.2172,5.5573,5.2923,65,0.4,21.7231
psoriatic arthritis,Etanercept,5,1,112.6139,7.998,8.3529,34,0.8529,22.4412
psoriatic arthritis,Enbrel,6,2,109.508,7.9535,8.303,33,0.8485,23.1212
psoriatic arthritis,Methotrexate,7,8,47.8544,6.6119,6.2857,14,0.5714,14.1429
psoriatic arthritis,Infliximab,8,3,47.5091,7.8656,8.8182,11,0.9091,19.4545
